0,1,2
,For the Fiscal Year Ended December 31 2024,
,TALE OF CONTENTS,
,,Page
Note About Forward-Looking Statements,,3
PART I,,
Item 1.,usiness,4
Item 1A.,Risk Factors,10
Item 1.,Unresolved Staff Comments,25
Item 1C.,Cybersecurity,25
Item 2.,Properties,26
Item 3.,Legal Proceedings,26
Item 4.,Mine Safety Disclosures,26
PART II,,
Item 5.,Market for Registrant’s Common Equity Related Stockholder Matters and Issuer Purchases,27
,of Equity Securities,
Item 6.,[Reserved],29
Item 7.,Management’s Discussion and Analysis of Financial Condition and Results of Operations,30
Item 7A.,Quantitative and Qualitative Disclosures About Market Risk,45
Item 8.,Financial Statements and Supplementary Data,48
Item 9.,Changes in and Disagreements With Accountants on Accounting and Financial Disclosure,90
Item 9A.,Controls and Procedures,90
Item 9.,Other Information,90
Item 9C.,Disclosure Regarding Foreign Jurisdictions that Prevent Inspections,91
PART III,,
Item 10.,Directors Executive Officers and Corporate Governance,92
Item 11.,Executive Compensation,92
Item 12.,Security Ownership of Certain eneficial Owners and Management and Related Stockholder,92
,Matters,
Item 13.,Certain Relationships and Related Transactions and Director Independence,92
Item 14.,Principal Accountant Fees and Services,92
PART IV,,
Item 15.,Exhibits Financial Statement Schedules,93
Item 16.,Form 10-K Summary,96
Signatures,,
